univLabel,alumniLabel,occupationLabel,employerLabel,positionLabel,wiki,alumniId,alumniNormalizedName,universityNormalizedName
Universitas Indonesia,Muhammad Chatib Basri,politikus,Universitas Indonesia,Menteri Keuangan,https://en.wikipedia.org/wiki/Chatib_Basri,alumni-2346f8828376,muhammad chatib basri,universitas indonesia
Diponegoro University,Muhammad Fadjar Churniawan,,,,,alumni-ee90213b5a24,muhammad fadjar churniawan,diponegoro university
Universitas Gadjah Mada,Muhammad Fadjar Churniawan,,,,,alumni-f129fb694ed6,muhammad fadjar churniawan,universitas gadjah mada
Indonesian Military Academy,Muhammad Herindra,,,,,alumni-d40ffd691980,muhammad herindra,indonesian military academy
Indonesia Institute of the Arts Yogyakarta,Muhammad Khan (actor),Actor,,,,alumni-5b19800825de,muhammad khan (actor),indonesia institute of the arts yogyakarta
Indonesia Institute of the Arts Yogyakarta,Muhammad Khan (actor),,,,,alumni-5b19800825de,muhammad khan (actor),indonesia institute of the arts yogyakarta
Airlangga University,Muhammad Madyan,,,,,alumni-873c71c5d99e,muhammad madyan,airlangga university
Brawijaya University,Muhammad Madyan,,,,,alumni-9e16b63548d8,muhammad madyan,brawijaya university
Universitas Gadjah Mada,Muhammad Muchlas Rowi,"Activist, businessman",,,,alumni-dd8eef53b227,muhammad muchlas rowi,universitas gadjah mada
Institut Teknologi Bandung,Muhammad Najib,dosen,Universitas Muhammadiyah Surabaya,Duta Besar Indonesia untuk Spanyol,https://en.wikipedia.org/wiki/Muhammad_Najib,alumni-a82ad79f2502,muhammad najib,institut teknologi bandung
Institut Teknologi Bandung,Muhammad Najib,politikus,Universitas Muhammadiyah Surabaya,Duta Besar Indonesia untuk Spanyol,https://en.wikipedia.org/wiki/Muhammad_Najib,alumni-a82ad79f2502,muhammad najib,institut teknologi bandung
Institut Teknologi Sepuluh Nopember,Muhammad Najib,dosen,Universitas Muhammadiyah Surabaya,Duta Besar Indonesia untuk Spanyol,https://en.wikipedia.org/wiki/Muhammad_Najib,alumni-c1f40f6d514f,muhammad najib,institut teknologi sepuluh nopember
Institut Teknologi Sepuluh Nopember,Muhammad Najib,politikus,Universitas Muhammadiyah Surabaya,Duta Besar Indonesia untuk Spanyol,https://en.wikipedia.org/wiki/Muhammad_Najib,alumni-c1f40f6d514f,muhammad najib,institut teknologi sepuluh nopember
Universitas Nasional,Muhammad Najib,dosen,Universitas Muhammadiyah Surabaya,Duta Besar Indonesia untuk Spanyol,https://en.wikipedia.org/wiki/Muhammad_Najib,alumni-d4565e639e68,muhammad najib,universitas nasional
Universitas Nasional,Muhammad Najib,politikus,Universitas Muhammadiyah Surabaya,Duta Besar Indonesia untuk Spanyol,https://en.wikipedia.org/wiki/Muhammad_Najib,alumni-d4565e639e68,muhammad najib,universitas nasional
Institut Teknologi Bandung,Muhammad Najib,dosen,Universitas Muhammadiyah Surabaya,anggota Dewan Perwakilan Rakyat Daerah Indonesia,https://en.wikipedia.org/wiki/Muhammad_Najib,alumni-a82ad79f2502,muhammad najib,institut teknologi bandung
Institut Teknologi Bandung,Muhammad Najib,politikus,Universitas Muhammadiyah Surabaya,anggota Dewan Perwakilan Rakyat Daerah Indonesia,https://en.wikipedia.org/wiki/Muhammad_Najib,alumni-a82ad79f2502,muhammad najib,institut teknologi bandung
Institut Teknologi Sepuluh Nopember,Muhammad Najib,dosen,Universitas Muhammadiyah Surabaya,anggota Dewan Perwakilan Rakyat Daerah Indonesia,https://en.wikipedia.org/wiki/Muhammad_Najib,alumni-c1f40f6d514f,muhammad najib,institut teknologi sepuluh nopember
Institut Teknologi Sepuluh Nopember,Muhammad Najib,politikus,Universitas Muhammadiyah Surabaya,anggota Dewan Perwakilan Rakyat Daerah Indonesia,https://en.wikipedia.org/wiki/Muhammad_Najib,alumni-c1f40f6d514f,muhammad najib,institut teknologi sepuluh nopember
Universitas Nasional,Muhammad Najib,dosen,Universitas Muhammadiyah Surabaya,anggota Dewan Perwakilan Rakyat Daerah Indonesia,https://en.wikipedia.org/wiki/Muhammad_Najib,alumni-d4565e639e68,muhammad najib,universitas nasional
Universitas Nasional,Muhammad Najib,politikus,Universitas Muhammadiyah Surabaya,anggota Dewan Perwakilan Rakyat Daerah Indonesia,https://en.wikipedia.org/wiki/Muhammad_Najib,alumni-d4565e639e68,muhammad najib,universitas nasional
Universitas Gadjah Mada,Muhammad Prakosa,,,,,alumni-8caf016c2adc,muhammad prakosa,universitas gadjah mada
Institut Teknologi Bandung,Muhammad Romahurmuziy,politician,,,,alumni-34dab6a97ac5,muhammad romahurmuziy,institut teknologi bandung
Universitas Gadjah Mada,Muhanto A. Q.,,,,,alumni-fc58a561cab7,muhanto a. q.,universitas gadjah mada
Universitas Negeri Padang,Muharlion,politikus,Dewan Perwakilan Rakyat Daerah Kota Padang,,,alumni-6cef4c0fa226,muharlion,universitas negeri padang
Syiah Kuala University,Muharuddin,,,,,alumni-39572b71c592,muharuddin,syiah kuala university
Universitas Gadjah Mada,Muhsin Syihab,,,,,alumni-f62dbfc7fa8a,muhsin syihab,universitas gadjah mada
Lambung Mangkurat University,Mukhtarudin,Politician,,,,alumni-0b6429a638f8,mukhtarudin,lambung mangkurat university
Diponegoro University,Muladi (politician),,State Secretariat,Ministry,,alumni-f53ee9cdfe3d,muladi (politician),diponegoro university
Brawijaya University,Munir Said Thalib,,,,,alumni-f865feeac4bf,munir said thalib,brawijaya university
Brawijaya University,Munir Said Thalib,"Lawyer, Executive Director of Indonesian Human Rights Monitor",,,,alumni-f865feeac4bf,munir said thalib,brawijaya university
University of North Sumatra,Musa Rajekshah,,,,,alumni-202798c439b6,musa rajekshah,university of north sumatra
Institut Pertanian Bogor,Musliar Kasim,ekonom pertanian,Universitas Andalas,Rektor,,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,pengurus akademik,Universitas Andalas,Rektor,,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,dosen,Universitas Andalas,Rektor,,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Universitas Andalas,Musliar Kasim,ekonom pertanian,Universitas Andalas,Rektor,,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,pengurus akademik,Universitas Andalas,Rektor,,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,dosen,Universitas Andalas,Rektor,,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Gadjah Mada,Musliar Kasim,ekonom pertanian,Universitas Andalas,Rektor,,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,pengurus akademik,Universitas Andalas,Rektor,,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,dosen,Universitas Andalas,Rektor,,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Institut Pertanian Bogor,Musliar Kasim,ekonom pertanian,Universitas Andalas,Rektor Universitas Baiturrahmah,,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,pengurus akademik,Universitas Andalas,Rektor Universitas Baiturrahmah,,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,dosen,Universitas Andalas,Rektor Universitas Baiturrahmah,,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Universitas Andalas,Musliar Kasim,ekonom pertanian,Universitas Andalas,Rektor Universitas Baiturrahmah,,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,pengurus akademik,Universitas Andalas,Rektor Universitas Baiturrahmah,,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,dosen,Universitas Andalas,Rektor Universitas Baiturrahmah,,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Gadjah Mada,Musliar Kasim,ekonom pertanian,Universitas Andalas,Rektor Universitas Baiturrahmah,,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,pengurus akademik,Universitas Andalas,Rektor Universitas Baiturrahmah,,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,dosen,Universitas Andalas,Rektor Universitas Baiturrahmah,,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Institut Pertanian Bogor,Musliar Kasim,ekonom pertanian,Universitas Andalas,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,pengurus akademik,Universitas Andalas,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,dosen,Universitas Andalas,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Universitas Andalas,Musliar Kasim,ekonom pertanian,Universitas Andalas,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,pengurus akademik,Universitas Andalas,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,dosen,Universitas Andalas,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Gadjah Mada,Musliar Kasim,ekonom pertanian,Universitas Andalas,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,pengurus akademik,Universitas Andalas,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,dosen,Universitas Andalas,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Institut Pertanian Bogor,Musliar Kasim,ekonom pertanian,Universitas Andalas,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,pengurus akademik,Universitas Andalas,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,dosen,Universitas Andalas,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Universitas Andalas,Musliar Kasim,ekonom pertanian,Universitas Andalas,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,pengurus akademik,Universitas Andalas,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,dosen,Universitas Andalas,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Gadjah Mada,Musliar Kasim,ekonom pertanian,Universitas Andalas,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,pengurus akademik,Universitas Andalas,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,dosen,Universitas Andalas,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Institut Pertanian Bogor,Musliar Kasim,ekonom pertanian,Universitas Baiturrahmah,Rektor,,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,pengurus akademik,Universitas Baiturrahmah,Rektor,,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,dosen,Universitas Baiturrahmah,Rektor,,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Universitas Andalas,Musliar Kasim,ekonom pertanian,Universitas Baiturrahmah,Rektor,,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,pengurus akademik,Universitas Baiturrahmah,Rektor,,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,dosen,Universitas Baiturrahmah,Rektor,,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Gadjah Mada,Musliar Kasim,ekonom pertanian,Universitas Baiturrahmah,Rektor,,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,pengurus akademik,Universitas Baiturrahmah,Rektor,,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,dosen,Universitas Baiturrahmah,Rektor,,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Institut Pertanian Bogor,Musliar Kasim,ekonom pertanian,Universitas Baiturrahmah,Rektor Universitas Andalas,,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,pengurus akademik,Universitas Baiturrahmah,Rektor Universitas Andalas,,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,dosen,Universitas Baiturrahmah,Rektor Universitas Andalas,,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Universitas Andalas,Musliar Kasim,ekonom pertanian,Universitas Baiturrahmah,Rektor Universitas Andalas,,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,pengurus akademik,Universitas Baiturrahmah,Rektor Universitas Andalas,,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,dosen,Universitas Baiturrahmah,Rektor Universitas Andalas,,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Gadjah Mada,Musliar Kasim,ekonom pertanian,Universitas Baiturrahmah,Rektor Universitas Andalas,,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,pengurus akademik,Universitas Baiturrahmah,Rektor Universitas Andalas,,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,dosen,Universitas Baiturrahmah,Rektor Universitas Andalas,,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Institut Pertanian Bogor,Musliar Kasim,ekonom pertanian,Universitas Baiturrahmah,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,pengurus akademik,Universitas Baiturrahmah,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,dosen,Universitas Baiturrahmah,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Universitas Andalas,Musliar Kasim,ekonom pertanian,Universitas Baiturrahmah,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,pengurus akademik,Universitas Baiturrahmah,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,dosen,Universitas Baiturrahmah,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Gadjah Mada,Musliar Kasim,ekonom pertanian,Universitas Baiturrahmah,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,pengurus akademik,Universitas Baiturrahmah,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,dosen,Universitas Baiturrahmah,"Wakil Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Institut Pertanian Bogor,Musliar Kasim,ekonom pertanian,Universitas Baiturrahmah,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,pengurus akademik,Universitas Baiturrahmah,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Institut Pertanian Bogor,Musliar Kasim,dosen,Universitas Baiturrahmah,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-5682d1c63a5a,musliar kasim,institut pertanian bogor
Universitas Andalas,Musliar Kasim,ekonom pertanian,Universitas Baiturrahmah,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,pengurus akademik,Universitas Baiturrahmah,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Andalas,Musliar Kasim,dosen,Universitas Baiturrahmah,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-7e4f412b1131,musliar kasim,universitas andalas
Universitas Gadjah Mada,Musliar Kasim,ekonom pertanian,Universitas Baiturrahmah,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,pengurus akademik,Universitas Baiturrahmah,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-73443a68de90,musliar kasim,universitas gadjah mada
Universitas Gadjah Mada,Musliar Kasim,dosen,Universitas Baiturrahmah,"Inspektur Jenderal Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,alumni-73443a68de90,musliar kasim,universitas gadjah mada
IPB University,Mustafa Abubakar,,,,,alumni-fa583082db24,mustafa abubakar,ipb university
Institut Teknologi Bandung,Nabiel Makarim,dosen,Universitas Indonesia,Menteri Lingkungan Hidup dan Kehutanan Indonesia,https://en.wikipedia.org/wiki/Nabiel_Makarim,alumni-34b0eddf0b25,nabiel makarim,institut teknologi bandung
Institut Teknologi Bandung,Nabiel Makarim,pegawai negeri sipil,Universitas Indonesia,Menteri Lingkungan Hidup dan Kehutanan Indonesia,https://en.wikipedia.org/wiki/Nabiel_Makarim,alumni-34b0eddf0b25,nabiel makarim,institut teknologi bandung
Syarif Hidayatullah State Islamic University Jakarta,Nabilah Lubis,Philologist,,,,alumni-5c8ca308a2d9,nabilah lubis,syarif hidayatullah state islamic university jakarta
